,Principal component 0,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Strongest Beat Overall Average,0.11667033749002031,-0.4523061893198916,-0.4278422192577844,-0.012622353595352919,-0.4108853691141426,-0.0025834515808913893,-0.0013587846221522163,-0.3636533723833647,-0.42126865802367996,-0.6067865734015878,0.03081138635406216,-0.44233371568959984,-0.4157265108565918,-0.4217929871119238,-0.4178146521029728,-0.4141269078706172,-0.377853526746248,-0.337139892187242,-0.30711668592897645,-0.32015462743794365,-0.338231989978963,-0.3355376998544054,-0.3345794690611977,-0.31270399412313193,-0.31602824755128334,-0.26650943469205235,-0.2772557798056633,-0.29518577684913117,-0.425282201790282,-0.38039427322898306,-0.30689108270134996,-0.26619596729034684,-0.2733588190640463,-0.2617420061636591,-0.25873182300118563,-0.2443562779322079,-0.2594827543058883,,0.019272787383856304,-0.4533654032215694,-0.40793058369758,-0.39104204025455913,-0.3834879037348313,-0.43341019388581387,-0.4327308765537499,0.02446824094024129,-0.3873255388525247,-0.38605574749237165,-0.37954248353671555,-0.3787874804778094,-0.3781129707389584,-0.37532721758666915,-0.37815013894043153,-0.37753929474849185,-0.374302976677351,-0.3904216559159512,-0.2404896775353272,0.007617293366326798,-0.39620578279646723,0.009585948686145497,0.010843024076420647,-0.6232247037065085,-0.3475520195545799,1.0,0.019417114396449317,-0.4586523889933288,-0.3989128409256207,-0.42668912853297164,-0.3861180792886177,,-0.1342670114112191,-0.019382318949134808,0.02784604668768732,0.1191143980967773,0.1552162301244964,0.196764610691425,0.14568146700261242,0.047056510195247286,0.062462416583222755,0.14121466922633386,0.15122623639443478,0.21763843417657608,0.052178953798516885,-0.12671290696571916,-0.15373973643279812,-0.08775321858603229,-0.06415331204832297,-0.2028303656822224,-0.16219442771171097,-0.07771966592191124,-0.014119778768910086,,0.02768594519147153,-0.4071047665432733,-0.4291742845242472,-0.3637511154301622,-0.3960369894131196,-0.37439271728966494,,0.027019336624639047,-0.3919503314958383,-0.38873387303529156,,,,-0.37480997527635324,-0.37760638719692136,-0.3769388755719684,-0.37376607149011815,-0.27277032735035833,-0.27457907504065876,-0.30912731234754254,-0.3354511120497195,-0.3600260250861634,-0.3367910977211319,-0.3056074273398198,-0.31343020765924706,-0.31127469810033165,-0.28235022877604493,-0.2941498948551239,-0.3006589437517582
Beat Sum Overall Average,0.012391331477159654,0.3295271185104959,0.3997529402909423,0.8284280627292633,0.23162171041098029,0.9617244424137597,0.9622271665040857,-0.14395224389365166,0.38782995783159196,0.17812646841027657,0.9735399759447539,-0.049867782556939765,0.3423816634300011,0.296487169448706,0.3091947342993242,0.17596574858464686,0.42930300034928004,0.5420363604717124,0.5358877349386097,0.5783309612463365,0.5389836015500642,0.5765844082771754,0.6017107997440151,0.6203293659085802,0.6455814218644768,0.6957291199839397,0.679020064343139,0.6780548790369016,0.1708680981061395,0.4476297142603007,0.6699216859754804,0.7047971316475492,0.7499943264511628,0.7551235746894542,0.7514922224521823,0.7618147619450396,0.7266728291141349,,0.9453698733095454,0.2973431620290019,0.2845461082947128,0.27428932478665236,0.2613152139679714,0.39229511258559246,0.0015247867506416916,0.9387956756940292,0.021310232305704762,0.05118209856430912,0.14872878081227828,0.15538081012752022,0.16111858291740394,0.18654540877932707,0.16109799843655867,0.1661350332027759,0.1938178875607236,0.6094039600546193,0.7365017856304696,0.8819726606298773,0.4868108998819785,0.9630782954823285,0.9687705257416296,0.3637917637928951,0.6376151510275284,0.019417114396449317,1.0,-0.01754428483511723,0.5144435552648955,0.4644597764094426,0.5775223713239512,,0.22825930367561062,0.047710409661426346,0.04748484016432577,0.005704367206249162,0.24379688073048983,0.10612237205725343,0.19260000718396814,0.15664427198590605,0.3758218275773809,0.010944674165692437,0.056652566935986845,0.01677107245620256,-0.9320864251962364,0.8674884166045504,-0.6208608660501591,0.6496827035231804,0.8532547945678256,0.09142446707494715,0.030907700722691542,0.7585783964729489,0.8093669450960629,,0.9763153745378658,0.6051629664199731,0.4332349512894716,0.38128233539722883,0.3213123569658321,0.5933450926897862,,0.9861345152186578,0.3177770296752652,0.30786800685054067,,,,0.267544091894164,0.27535031960698764,0.27347816521880564,0.26467235222910346,0.5163033261516148,0.5562728652421325,0.5280844257740462,0.4883035740295378,0.47972846978176964,0.4812574837010443,0.5309325383823781,0.5275471235019855,0.5078662216921225,0.5327823753232065,0.5210973424396619,0.48907520754799394
Strength Of Strongest Beat Overall Average,-0.11576754957805811,0.23235848059125713,0.1700059816387293,-0.013897897552510275,0.26230871655350924,-0.0028842695157407752,-0.0025098035351975466,0.26408256294115023,0.200072641579291,0.2937104294739657,-0.015693089940868824,0.6443058110842904,0.22577518866284735,0.24488768642233696,0.22841887701557112,0.26541209385887243,0.2067501711820049,0.21306481201735228,0.22411167627649575,0.20393734299155475,0.23566461878281186,0.22888816764247719,0.19358327338534873,0.1919091334551163,0.19126083916742714,0.17917995093575723,0.17818391240985626,0.17292235232221262,0.2647806257584201,0.21407165193223898,0.16961081072709108,0.15566586198987095,0.15858348636043235,0.14061432860953785,0.13707661617845832,0.14056939839999905,0.15690410998976212,,-0.006264578868682791,0.25726106531154275,0.25923735545424975,0.257004674966411,0.25068398553422183,0.228612459343738,0.27799059731951337,-0.00632572662280328,0.25859544104880133,0.2573552732468045,0.25147872413385997,0.25089204180480307,0.250370470834601,0.24811122486791917,0.2503847996844534,0.24991586373976424,0.2473412892341516,0.18263108834259198,0.0989935458269696,-0.015253562822978232,0.2372541817994445,-0.014270648901212567,-0.01421796559317149,0.3865381788086232,0.15204143877221077,-0.4586523889933288,-0.01754428483511723,1.0,0.20143535725802306,0.23368823629416177,0.17319781454273764,,0.10013982335301175,-0.04925662809588136,-0.14772872351291416,-0.09945664742682782,-0.035972142835195654,-0.021416236754216375,-0.04254343253375197,-0.03756165803324115,-0.016528203109808754,-0.10545189533982004,-0.014401785804203567,-0.03261710863253914,-0.021726523864576155,0.0729127239798834,0.056535905546461686,0.06434844800352663,0.04066463856752589,0.07335863215065472,0.08207570744708964,0.03886437072166438,0.02181719994949408,,-0.014896671072320821,0.207910429290921,0.2593318389925767,0.26813339965976685,0.25390936141166726,0.15962709987081428,,-0.014571850285953538,0.2537296821714854,0.2522341562430235,,,,0.24555246294957875,0.24691699410618825,0.24659103940043137,0.2450385929190493,0.14832099047725814,0.15345454716536555,0.17358408866722388,0.2050593799125507,0.23016045814916666,0.22051171097851618,0.21553492982774555,0.23112152829339314,0.2311512739425333,0.19943841122794415,0.18143831931929227,0.17322266981279047
Strongest Frequency Via Zero Crossings Overall Average,-0.19617514847459985,0.9343768994624192,0.8471124444084208,0.39328498038619314,0.8838798435325234,0.5372788969358814,0.5405298361477929,0.585406913419211,0.9732754063524353,0.6761237763582814,0.5088519315846158,0.24400878332411358,0.9531293960321487,0.9065884017858893,0.9276189016411112,0.8528098404524872,0.9294335486413364,0.908958106511576,0.9134294212155883,0.9018079787900354,0.8968612357925542,0.8998533533279393,0.9017099154407413,0.8966068247806761,0.8950736304417221,0.8869124802678269,0.8899251709013041,0.8844182161966735,0.8078966128441727,0.9207386403715473,0.9119593772579822,0.8944509817925496,0.8974748608247993,0.8736380380644004,0.860713140724761,0.8701859628100819,0.8840934900436295,,0.5319219902041177,0.9270924783714416,0.8767367709754449,0.8561549024563899,0.8471253000531295,0.943805345849193,0.773127216516075,0.54226023235001,0.7355377621504703,0.7507312164125521,0.7940634861561056,0.7966122870592772,0.7987742937486171,0.8080320707529778,0.7987493489165285,0.8006187321006931,0.8104925167174157,0.9579925833026852,0.7791357644432826,0.4081271890910858,0.9691545963657479,0.4723994625852841,0.47790115393249444,0.8537159901737688,0.960736352500284,-0.3989128409256207,0.5144435552648955,0.20143535725802306,1.0,0.9849245022129114,0.9683277569876709,,0.31126427047467053,0.05522723549618391,-0.07022637621855289,-0.19663343494627517,-0.14763594113602135,-0.1881144645809285,-0.05844234386370085,-0.06822461709551182,0.030764014486901452,-0.17419856971285141,-0.14864176098613038,-0.1888145275206675,-0.6052488108848155,0.7245252202275744,-0.25797037224384195,0.5869791326008211,0.6016136955138325,0.24114236319610385,0.14708272937801314,0.5713782618004254,0.5686295705253364,,0.4903006270816836,0.9698585666663379,0.95263962083538,0.8155237740498621,0.8867886600573902,0.9242834018304383,,0.5089411657563407,0.8798992349580507,0.8731346427305093,,,,0.8436690593419788,0.8496075871270777,0.8481930736094386,0.8414568614687029,0.6369802680700934,0.6641625504614448,0.6680145364947951,0.6724695600137064,0.6898560366934522,0.6812552315532573,0.6702361496606888,0.6593181091553095,0.6578425228160835,0.6455761348265339,0.6483282634959834,0.6437324438643479
Strongest Frequency Via Spectral Centroid Overall Average,-0.19855340826970794,0.9692716140284819,0.8501489637521134,0.35559529734536216,0.9210761375882868,0.4872711821388914,0.4902058727363943,0.6748187820271115,0.9702257038048326,0.6975145132400203,0.4593278882757934,0.26038852406277474,0.9719605022908706,0.9560610526298003,0.9638351319757041,0.9029400416181423,0.9211691040817117,0.8858457767941963,0.8912737380393034,0.8781203532675582,0.8797204170153701,0.8769707505593275,0.8768990358480001,0.8703017605563806,0.8686206278439086,0.8565163944498728,0.8609568486904551,0.8525976618950387,0.8124885665605245,0.8954734259814044,0.8760841033939442,0.8566531355530952,0.8593968500345609,0.8338691881654717,0.8227463591070545,0.8343342006721159,0.8507755354268408,,0.4810708846475091,0.9689738324977925,0.929613705878045,0.9093005381252399,0.9040340355821723,0.9649400721452468,0.828152990910153,0.49028632230215907,0.8071715691052291,0.821242912922694,0.8602228830546286,0.8624469916068763,0.8643247328144754,0.872262819758349,0.8643033542886196,0.8659201843133989,0.8743419949969824,0.9378353846261778,0.740903222633475,0.36859665149863263,0.9674020835269184,0.4270132768152068,0.4319453388517688,0.888610446136765,0.9228095837284815,-0.42668912853297164,0.4644597764094426,0.23368823629416177,0.9849245022129114,1.0,0.9438569046269284,,0.2890598393615334,0.046547190680887855,-0.08071111885772368,-0.19751438429925391,-0.1605527571115991,-0.19444453768218026,-0.06953271019567454,-0.06904230892052625,0.01883285492063884,-0.1679396529023506,-0.14790193672510155,-0.1875036142054086,-0.5547566922657344,0.6715627212934677,-0.22165784359724977,0.5446986272062582,0.5514998400923208,0.23494922539968438,0.142237795818185,0.5268746722091832,0.520987672970199,,0.4424658764560799,0.9554398410100747,0.9783630654716454,0.8480579600663555,0.9340084691261895,0.9058942015955264,,0.45939077601112077,0.9298222623747765,0.9246607954445933,,,,0.9014210247336575,0.9061901552239326,0.9050578183770678,0.8996350812182414,0.6226943393270368,0.6464535756993478,0.6533181470432342,0.6644779407700514,0.6827934720548476,0.6729437861786434,0.6605332016423463,0.651879798797169,0.6523328555400171,0.6366065836601018,0.6370375882478855,0.6317532639393484
Strongest Frequency Via FFT Maximum Overall Average,-0.14634310460526545,0.8923289614523269,0.8961477043730426,0.4402857539333603,0.7613037583367248,0.590612469488162,0.5938929785507735,0.4390532323809098,0.9310004444676475,0.6472208935211208,0.5713995792095269,0.2393311371751608,0.8727863481192758,0.8217341563245045,0.852183373046032,0.7292393917026249,0.8650660334980024,0.8628837748875389,0.8614236711563237,0.8608257600546543,0.8557050598782024,0.8589782404091907,0.86745090899838,0.8641882210199705,0.866748528394766,0.8708223587610844,0.8689958274175552,0.8629641641821122,0.7129921833067042,0.8675776607205825,0.9076629387076495,0.91180534780079,0.9138567774214648,0.901355318725304,0.8922947810982824,0.8971331866284071,0.9054253528640567,,0.5832062644583469,0.850529698297418,0.7681150182410859,0.7374858629046234,0.728202053396202,0.9093734844799904,0.6410895457806491,0.5942067753393233,0.5949675190592587,0.6120415012208319,0.6628205091180682,0.6659400354544293,0.6686027111598866,0.6801758925883925,0.6685731989097835,0.6708877108413968,0.6833165680937882,0.9938617365748638,0.8761147518140373,0.4568557232893808,0.8989410340134855,0.5277689287863696,0.5337314950934121,0.8079100951298622,0.9905554719355164,-0.3861180792886177,0.5775223713239512,0.17319781454273764,0.9683277569876709,0.9438569046269284,1.0,,0.24272302381732955,0.05019815781174456,-0.023661508861531726,-0.1511664257191754,-0.10335658226835776,-0.1457662738193937,-0.0021336150606198197,-0.04225603510073868,0.08335897471011194,-0.14201326535553288,-0.12315313655222108,-0.16971552141695498,-0.6623372074797412,0.7788842166722451,-0.3292472971637965,0.6314435431476381,0.6419486647477944,0.2071928819917383,0.12539128990931564,0.6285427717171471,0.6295137214175253,,0.5461554205392606,0.9758855755790451,0.8786894226003483,0.6958463449254774,0.7784122586631798,0.9656769749467015,,0.5668228540633445,0.7722962552790773,0.7634027875053137,,,,0.7257839603303647,0.7332390253525087,0.731458574112888,0.7230219871973761,0.6289139077546179,0.6620347364121683,0.6599074261889861,0.656355054669347,0.6738407238618042,0.6645599901601066,0.6528740036700634,0.6457597351519397,0.6412388115327226,0.6319298420157254,0.6377740382202702,0.6302427982275655
MFCC Overall Average 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCC Overall Average 2,-0.1989103479733984,0.18250160470459514,0.07227015353053776,0.22693935957114364,0.33578635959652037,0.29844769065416127,0.29647390988896966,0.13024064032142288,0.21426566025000132,0.3054360890377502,0.23251474348045298,0.16418355917508845,0.2527835140746763,0.23678380673361624,0.2305538212625573,0.3223585174392856,0.5240727056447154,0.4851523641715015,0.44221246756397314,0.41950410198634636,0.4380589147725976,0.4470351383525764,0.4551874306306365,0.4239180865539354,0.4172792153019477,0.42513852417686177,0.4525889592934233,0.4655913783264157,0.5687509655273305,0.5333243492217615,0.4637339834864936,0.3856622754088843,0.37038578974015485,0.3320984293061647,0.28723522476438135,0.2971177576421438,0.2957916947833564,,0.25178926888624187,0.25243914995401684,0.30417961277865485,0.3212779582165217,0.2982221606915928,0.21359658551319333,0.3085148181807279,0.24595545469932303,0.24517397314259567,0.24988839286013387,0.26407155534720667,0.2648171957940446,0.2654399909068178,0.26844769567176796,0.2654685301810683,0.2660044502314273,0.2691243308487809,0.24534843227095685,0.1536428528506333,0.22531757997800222,0.4320227513724437,0.26046958936116116,0.2588487827530448,0.32710088079295213,0.27828792216587767,-0.1342670114112191,0.22825930367561062,0.10013982335301175,0.31126427047467053,0.2890598393615334,0.24272302381732955,,1.0,0.41280129293129136,0.18929556470194756,-0.24001479743553786,-0.2232487202995266,-0.18851743685862132,-0.19476545960976588,0.10455347110284505,-0.10226313132765409,-0.20010723377651407,-0.21934982753434168,-0.27409547789431266,-0.31635979377983925,0.37477571331613546,0.21318977076329823,0.2375892718974905,0.30070478913959103,0.4415001303641862,0.2636021171469625,0.20830205352527079,0.16626708691875666,,0.2331700778624532,0.3303949832403426,0.36423859254514124,0.4487702177837815,0.32986253580819985,0.20862728146676998,,0.23209377379472207,0.3187372975297613,0.3126869328412182,,,,0.28773902747804714,0.2926097231992641,0.2914404145173895,0.28593476325309264,0.43939590587695765,0.4157367852892654,0.43244251477935525,0.44319435795188983,0.44778975816754957,0.4392917441913999,0.4701437106895063,0.49053593696420955,0.5150573396833025,0.5175055084945355,0.502782145356378,0.4777253399106188
MFCC Overall Average 3,0.11221285328422738,0.018696849004592928,0.03060428043165446,0.03753709906683983,0.05132848269534729,0.07405993598175084,0.07462253265389866,-0.04402062863216211,0.028727151555420986,0.10017257359277515,0.0655344517309522,0.03170084292800668,0.03190438907931724,0.02654697056454272,0.027100624367813256,0.04689678550092485,0.21742579846297408,0.10714439521597371,0.02067034091078066,0.08358429674535471,0.08167606070872589,0.050966593357549335,0.08433312194460589,0.0673337814227386,0.06694621127585261,0.0484745705957294,0.04406162103796511,0.06893182198528587,0.13372382798336413,0.10073766167196883,0.130725978533172,0.12778632202493928,0.11520707774538907,0.09586114529253291,0.07686096439507861,0.07248010239082878,0.0629881335937764,,0.08112510120881494,0.031100331526601833,0.041110871341305345,0.04230616428443045,0.040471913665656126,0.013496771904966806,0.03735418259940822,0.08972856596462926,0.018875536036702625,0.021345566102834408,0.028317105845870168,0.02883990526906042,0.029291346179298773,0.030978519794886993,0.029222760540880154,0.029622661597853688,0.0315371008945843,0.051914772006545394,0.05376849756784478,0.031178891381832247,0.09632050140652737,0.04382996507036485,0.04462405518599504,0.06367567033273097,0.062099055621251426,-0.019382318949134808,0.047710409661426346,-0.04925662809588136,0.05522723549618391,0.046547190680887855,0.05019815781174456,,0.41280129293129136,1.0,0.5330543191277904,0.03558196248504311,0.03365978638215239,0.04924578840650509,-0.13091642415198057,-0.004323416862518855,-0.02906354619024498,-0.02647720502533336,-0.16147750464096897,-0.18382847159996918,-0.10868417055758,0.10244040111930267,0.03487242124403325,0.10078657540391041,0.1127675562123518,0.15701044833208988,0.14772512498792145,0.08537296408239857,0.050092811682131734,,0.04926665167721344,0.07097200413863704,0.06385942193987938,0.04718599125244504,0.05115983471984267,0.03683706310993516,,0.05307476158966405,0.05364197565107592,0.05103607506668562,,,,0.040555630361498174,0.042569930370926067,0.04208333084974634,0.03980849594628788,0.2039225679303721,0.18587885163996848,0.18187513592846907,0.1955525437119764,0.19719625056100265,0.1854925387614088,0.20740545323313286,0.23238980618598368,0.2573226599517242,0.26836091673954404,0.2581109224325494,0.2221203380465132
MFCC Overall Average 4,0.436413422304002,-0.08319341923824647,0.019848133167435014,0.036587569597764324,-0.1296654801552189,0.055461299108076664,0.05590970617050091,-0.18817318833966656,-0.08292335431303806,-0.07406704780923828,0.04887228959927551,-0.13026697400194892,-0.11121697432185841,-0.11330565408173522,-0.11038970992126634,-0.12887537196174326,0.006200596988696596,-0.027169063360993007,-0.12119608480746939,-0.08906716934590263,-0.1208759628444709,-0.10513306736966258,-0.04755148856106185,-0.0689231937951663,-0.04336957102535336,-0.03141077392033159,-0.07377594938037421,-0.07963598747419888,-0.05144985315033792,-0.0872578175940897,0.01991290095833546,0.031701411777046974,0.034535307707149514,0.043855212828022794,0.01823951991282138,0.01273185574040147,0.008409604148055192,,0.05557881981251926,-0.10543463855323541,-0.12131562438768459,-0.12802999731071596,-0.12836606671165668,-0.08587442420274494,-0.12956913800225714,0.06014053051477033,-0.143073126675674,-0.14229063748382798,-0.1383555393264226,-0.13802904344593928,-0.13773941851954383,-0.13633477821247333,-0.13774199044398416,-0.13748214661623495,-0.1359240235084571,-0.0066696243899748205,0.06715296928041196,0.0370795813871389,-0.07095276872110438,0.04568070867041206,0.046245492522008984,-0.10397240660436959,-0.004312012539955431,0.02784604668768732,0.04748484016432577,-0.14772872351291416,-0.07022637621855289,-0.08071111885772368,-0.023661508861531726,,0.18929556470194756,0.5330543191277904,1.0,0.3057990497359076,0.16941386579640397,0.044962922479206184,-0.023538067189120424,-0.053314671877382,0.03465719121556035,-0.04035752422858607,-0.06885314217172094,-0.06661611320626085,-0.08171733358639859,0.0572729746251991,-0.017048877101972004,0.07062389138292775,0.06698708052321856,0.08071264230943904,0.04206752327286233,0.05780427357799792,0.05715797968460427,,0.04643251362849484,-0.014638896025548916,-0.08420311409125605,-0.11485995988607155,-0.11623526245600653,0.0012306899096561387,,0.04965647544362227,-0.11431553745345804,-0.11700305545322837,,,,-0.12733153386075516,-0.12540450773986883,-0.12587077988470716,-0.12803506892757213,0.12696981153058404,0.1237813578137209,0.11004625582766553,0.10655596367291666,0.10934861699051619,0.10131668675933685,0.10058466528516301,0.10413569846572476,0.11441302137611584,0.11698946232328133,0.12054953018520434,0.11784086761710562
MFCC Overall Average 5,0.9900996909127932,-0.17647958851716133,-0.09377236057351233,-8.517477133390023e-05,-0.22691029410108587,-0.029179472418513347,-0.030649720067755522,-0.19637670413423874,-0.17928050137423437,-0.17156824888017197,-0.0037911312507597343,-0.15066993240677298,-0.19692376144930973,-0.19338802076623182,-0.18925470696981941,-0.22659692805067871,-0.22983445597735974,-0.17136391245939536,-0.2132947338604974,-0.2620892818358533,-0.2645304088332992,-0.24729395700207962,-0.19304910632047417,-0.18805668881428111,-0.17357288478369076,-0.15500165434120247,-0.18241076757285823,-0.21823652386195122,-0.2829200895412893,-0.2643101455336726,-0.19281406490151626,-0.17056017884505714,-0.1591505928087191,-0.12204271778760428,-0.11992953408822798,-0.13546571432689847,-0.1479362151591986,,-0.04389093508357175,-0.20438715317299588,-0.2092706932608443,-0.20943868375868754,-0.2030559401047776,-0.1834517087690303,-0.23445343968087834,-0.04681111143462585,-0.20762134908874505,-0.2069606057629388,-0.20280062582901265,-0.20240823350704554,-0.20205711305665477,-0.2003608774017324,-0.20203800092779556,-0.20172293066392377,-0.1998322549772406,-0.14791261280209592,-0.04638706766083913,0.0041583377310171424,-0.22700767849750902,-0.001334937124750731,-0.0018357640094004775,-0.20889903263832185,-0.151976733649275,0.1191143980967773,0.005704367206249162,-0.09945664742682782,-0.19663343494627517,-0.19751438429925391,-0.1511664257191754,,-0.24001479743553786,0.03558196248504311,0.3057990497359076,1.0,0.5087557731330467,0.17113918642430423,-0.012187127425027307,-0.00394400505734519,0.06918698528033576,0.1737371089575727,0.1706600720225861,0.15452117944028848,0.047526212051713354,-0.08775421931193751,-0.0748106402470675,-0.09498939064160555,-0.05658839363856691,-0.06327121417453696,-0.023296296274164897,-0.008066065844907837,0.031695932249820376,,-0.010955260713706548,-0.1805526160919323,-0.21795992665157668,-0.24370039506801786,-0.20969033455032082,-0.15370366420782886,,-0.012360798251750581,-0.20562137566552824,-0.20437102996635784,,,,-0.19881771408063145,-0.19995023591947197,-0.19967889653092877,-0.19839017144571522,-0.10098297452435775,-0.13762031088312832,-0.16924248092393687,-0.1447029015615697,-0.11342824760953253,-0.10672594068781258,-0.11299661716021163,-0.1116867727258248,-0.12694113160681578,-0.10368769459404581,-0.08630257687745801,-0.09383304707063034
MFCC Overall Average 6,0.5057588753647498,-0.1522585821061426,-0.034625079342451306,0.16488527506202078,-0.24120213001402194,0.19945253890762463,0.20207058259841157,-0.2872148539670259,-0.14700951969038809,-0.2166316063028242,0.25696157202898834,-0.11021931075983482,-0.17550844229293017,-0.17830114000880196,-0.17678935792881834,-0.25335759452500817,-0.2342995118524146,-0.13488886841075245,-0.12101728681675447,-0.14876412306270523,-0.22203995452224407,-0.18309734236252118,-0.15072011269125074,-0.13777311159908387,-0.11368892036246432,-0.06912139546357765,-0.12084618730225677,-0.10535007300597271,-0.3214796403816479,-0.21781364538632664,-0.08843881332897738,-0.05364748654183015,-0.03272226976727446,-0.005403333635827389,0.03986705759290657,0.026646152785097472,0.016583467336467976,,0.24801748990738773,-0.1940291514313947,-0.2018875193700274,-0.20451289789785762,-0.1990119597112373,-0.15910728450877235,-0.311821336827364,0.24651992537445955,-0.2616797461662221,-0.25279980330546803,-0.22426463604160768,-0.22194778633378656,-0.2199290606492022,-0.2118495918049893,-0.22007871114510216,-0.21828595159417746,-0.20916534107878423,-0.08063341225155087,0.08463669547507223,0.1867341669618578,-0.18845416416298866,0.21736687607060748,0.2213536253673303,-0.18547342662474192,-0.07202449881659917,0.1552162301244964,0.24379688073048983,-0.035972142835195654,-0.14763594113602135,-0.1605527571115991,-0.10335658226835776,,-0.2232487202995266,0.03365978638215239,0.16941386579640397,0.5087557731330467,1.0,0.45217845617373287,0.0863962983535281,0.10662190311359294,0.1591391982948106,0.21486717950224293,0.23406701301069682,0.22759489262488017,-0.14216643244397184,0.050278942356561974,-0.3453789395650398,0.021118089344966614,0.13045291543972531,-0.0395212709314541,-0.0002787669216508598,0.08264068021334926,0.11695746058900842,,0.2571776287686143,-0.11077304500163558,-0.18458343437909305,-0.19189611383732683,-0.19688875429748906,-0.07307162482654482,,0.2551769138135281,-0.19148239399000538,-0.19159702508968446,,,,-0.19149286691464976,-0.19158306228290733,-0.19156490664040815,-0.1914526175663255,-0.03070046020895961,-0.03852401059663366,-0.062256225906109054,-0.06543898343555754,-0.046622412474091386,-0.01606812012107464,0.02021636184183588,0.015470663219292607,0.011909765651861078,0.03803982322968369,0.024205175963346686,-0.009568905496217608
