,Principal component 0,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Peak Based Spectral Smoothness Overall Average,-0.1450710202899026,0.8566976180134194,0.8980473804356824,0.42749089390812756,0.7066647037892038,0.5902093606441585,0.5954309206653627,0.3840925835834674,0.8830441955359439,0.5887404473905506,0.5898175834451131,0.21927069374617084,0.8194467088527133,0.7747895097464581,0.7969230050747778,0.6751732214339358,0.806883713946507,0.8012410855978362,0.795182052370322,0.8038396425844474,0.7921527808879103,0.7898779939024421,0.8107808101963818,0.804026637486832,0.8119453551538914,0.8285323928470795,0.8145781505743939,0.8126236767606466,0.6669688062058999,0.8009330966479191,0.8674840084265528,0.8834111611569636,0.8886620879202457,0.8754444442058527,0.870213240769305,0.8768371192936999,0.8856810732751516,,0.610917596623928,0.8115477370234542,0.7209611782897264,0.6852693852886995,0.674905370674925,0.9129910487389473,0.5907942986496935,0.6221875857897743,0.5420939579697588,0.5586743486786403,0.6079324959744798,0.6110037113243728,0.6136280249382086,0.6249300555255749,0.6135789618906474,0.6158634743219444,0.6280433601064996,0.9782692388380476,0.8932694206103143,0.45938576321183966,0.8531097257065039,0.534699815605199,0.5424769297464781,0.7710954463000109,0.964530937872211,-0.37439271728966494,0.5933450926897862,0.15962709987081428,0.9242834018304383,0.9058942015955264,0.9656769749467015,,0.20862728146676998,0.03683706310993516,0.0012306899096561387,-0.15370366420782886,-0.07307162482654482,-0.1448390585421757,-0.029397560371586043,-0.049557112874646356,0.08038907778070853,-0.17539322163537693,-0.14086237233002574,-0.14537541009585248,-0.6563517544003548,0.7633056292998426,-0.38651901063721245,0.6329081903391177,0.6453591620097834,0.17792126797537128,0.09715616546703812,0.6027953783947692,0.6072704177962928,,0.5729356825633268,0.9612959446530487,0.8445719335539674,0.6669517485534835,0.728380487283355,1.0,,0.5930600124566775,0.7196341724394894,0.710285724934281,,,,0.6710142407816816,0.6787652209059197,0.6769127083712146,0.6681456565056803,0.6095027145299634,0.662900187138097,0.6697997422143432,0.6593720023532615,0.6578974042939082,0.6438101696531169,0.6409978678901852,0.630163559303857,0.6242360701354774,0.6204877619297545,0.6227094011060047,0.6104381342419647
Relative Difference Function Overall Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area Method of Moments Overall Average 1,-0.004360382650488291,0.32797583144825954,0.3953839648130963,0.8196670039574142,0.23616464987764701,0.9533410647752584,0.9559941876544427,-0.12991366774398158,0.38590292966519596,0.1628256931475664,0.9727675074237494,-0.0430618280872736,0.3413608794255602,0.2958204339476526,0.3074835320419546,0.18410727882107342,0.4280850082455012,0.5328482584334562,0.5266741953260179,0.5650024631624933,0.5236537972328681,0.5607475336584319,0.5829504352545686,0.6002102802995284,0.6244096428111464,0.6792924094570889,0.6549030174526923,0.6609647730155034,0.1831558487051437,0.4410504020901689,0.6525438814716272,0.692099754206207,0.7339751158996521,0.72751930792817,0.7232402860349135,0.7381891482175804,0.7055000754314719,,0.970531004488114,0.29668232863256516,0.28265314320362706,0.2730961676479815,0.26069474419101374,0.3932353245145065,0.021990301287876865,0.9623433474673841,0.03674191365575196,0.06469013455865485,0.15564020263669512,0.1618491218125928,0.16720165985714275,0.19085777609815047,0.16717936841135714,0.17187782157333104,0.19763979318995128,0.5989704018278557,0.7214812206787548,0.8971200435387067,0.4814780158235887,0.9618555458409948,0.968667478041947,0.35381026320499925,0.6279561197545505,0.027019336624639047,0.9861345152186578,-0.014571850285953538,0.5089411657563407,0.45939077601112077,0.5668228540633445,,0.23209377379472207,0.05307476158966405,0.04965647544362227,-0.012360798251750581,0.2551769138135281,0.0901091854462144,0.1640874731936884,0.11599669797952353,0.33715320511743446,0.00013768930228153802,0.014293594660576708,0.014206512674267247,-0.8972230308793693,0.8417721480590978,-0.6415472788297274,0.6414111097212389,0.8415615607269591,0.08769384028417164,0.035864933464350233,0.7248611726148516,0.7802538631807373,,0.9969898027177471,0.5959643159170548,0.4290380719205315,0.37819521019126856,0.31959081389836663,0.5930600124566775,,1.0,0.3162452771391974,0.30658307603003065,,,,0.26724351907582977,0.27486161750335847,0.2730348800431181,0.26444099817561856,0.4997104871855594,0.5645049375963144,0.5514777520161934,0.5092361759198891,0.46960775945377864,0.4625191902474665,0.5213043704912504,0.5167730055710367,0.4986022156135264,0.5300392370174397,0.5128633666852894,0.475489475402662
Area Method of Moments Overall Average 2,-0.21116889089258342,0.9147606054680671,0.6791151847139244,0.24671628323298392,0.9798677771714296,0.3475674924469553,0.34956074885602234,0.8427370462279679,0.884146720708143,0.6344934189845758,0.3140365159172433,0.23786653878817227,0.9560714048393707,0.9802010402361067,0.964448895890485,0.9824616940899948,0.8780026245393671,0.8221298603330139,0.8308050635457473,0.8024171742999832,0.8111115922338045,0.8035109333274467,0.7974438379178351,0.7888640000818367,0.782156644948115,0.754455461499066,0.7662043863675956,0.7563889384566497,0.8123205112647299,0.8237180453409199,0.7542028228585799,0.7141462734831762,0.715028826829851,0.6792963070195063,0.6666006757955377,0.684247411401995,0.7038124609121911,,0.3386939603162587,0.9675114338627426,0.9970353902552592,0.9966592076045069,0.9967019643975091,0.8807311700637713,0.920401223148938,0.34563351136042536,0.9422910562783837,0.9529552235184829,0.9793764390342508,0.9807100610074289,0.981811511166646,0.9861425107025623,0.9817988025518573,0.9827284453876907,0.987205671569803,0.7608071520302158,0.527686988175751,0.2539384380941452,0.9246007176105338,0.2952631333774102,0.29854029535415716,0.8695588177172748,0.743606191361608,-0.3919503314958383,0.3177770296752652,0.2537296821714854,0.8798992349580507,0.9298222623747765,0.7722962552790773,,0.3187372975297613,0.05364197565107592,-0.11431553745345804,-0.20562137566552824,-0.19148239399000538,-0.19923270006555116,-0.10050438851139501,-0.08073511050332756,-0.03552082800575107,-0.16956147675084582,-0.15132196646166005,-0.18395185077854925,-0.4065951223080562,0.510799685587705,-0.10313720953376697,0.4149868725839452,0.4149628357289103,0.22212984849451564,0.14400343903572582,0.3903215565561273,0.3817120281072984,,0.30403560077761455,0.8116791900277655,0.9656727620161702,0.9190586283489153,0.9988781446752213,0.7196341724394894,,0.3162452771391974,1.0,0.9998524692250128,,,,0.996342788169033,0.9973738228539856,0.9971414127005772,0.9959221623063041,0.5450228156689765,0.5563124562827845,0.5656818460131002,0.5866813713714867,0.6049053355607593,0.5948502483945854,0.5827683756733373,0.5763560597846098,0.5828452259950813,0.5653639457031008,0.5612280329300783,0.5584213609249552
Area Method of Moments Overall Average 3,-0.2103835102559222,0.9121744483191476,0.672910246440758,0.2390933751024518,0.9794706846035638,0.33776990058256884,0.3397401619100073,0.8491149810835328,0.8799691786713659,0.6288582037291349,0.30439716427591873,0.2349847547060837,0.9540289789180758,0.9797982840613507,0.9633966607908037,0.9830995476559161,0.8718327223723149,0.8140749138385973,0.8234123489686768,0.7941084139134944,0.8030445005152522,0.7951577513773112,0.7888243001410478,0.7800363946741878,0.7732283961285114,0.744999332232203,0.7568261699486717,0.7468078724009545,0.8069255203358952,0.8159965350175861,0.7439653447517428,0.703652141504656,0.7045151456470887,0.6686304791693908,0.6560429283115966,0.673702465103222,0.6934184337776331,,0.3290983815572494,0.9658516042718912,0.9970877084937411,0.9971667318546021,0.9978142020761963,0.8763468612805656,0.9220481282121331,0.3359217955815941,0.9462057754398535,0.9566252063844344,0.9821939193711551,0.9834697692271553,0.9845211451419823,0.9886209165461277,0.9845086903474981,0.9853942112476763,0.9896201677575578,0.7513266921350883,0.516556617686285,0.2459847686176757,0.9184534065176065,0.2861494858903946,0.2893369936415012,0.864647723531922,0.7337729265274067,-0.38873387303529156,0.30786800685054067,0.2522341562430235,0.8731346427305093,0.9246607954445933,0.7634027875053137,,0.3126869328412182,0.05103607506668562,-0.11700305545322837,-0.20437102996635784,-0.19159702508968446,-0.1987329123348316,-0.10167608771851988,-0.0815917757696489,-0.03777354378501172,-0.1678471219902993,-0.14964462971254058,-0.18088812579590025,-0.3953610000083547,0.49890159901639664,-0.0974991234817147,0.405325647658846,0.40443304418508463,0.21930332754230264,0.14161311790028722,0.3803848098359838,0.37162875391538736,,0.2946712275840861,0.8023145632047197,0.9614796479329939,0.9164298742317077,0.998410806028627,0.710285724934281,,0.30658307603003065,0.9998524692250128,1.0,,,,0.9976634768672598,0.9984707096029131,0.998292138714632,0.9973248557063761,0.5363539762405405,0.547151964334647,0.5566780884081775,0.5780202058268249,0.5960883941602214,0.5861743293335416,0.5740114607924738,0.5675707112418834,0.5741879794705443,0.5567441416605411,0.5524939390123819,0.5498182582962206
Area Method of Moments Overall Average 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area Method of Moments Overall Average 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area Method of Moments Overall Average 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area Method of Moments Overall Average 7,-0.2066582471272758,0.8992106639602371,0.6462486865119125,0.2080631589197419,0.9750320814901401,0.2977979348249756,0.29967019001653744,0.8720080553470239,0.8607718132361188,0.6046106792514774,0.2651539950148767,0.22283124411683164,0.9431130258357422,0.9753265532108578,0.9563894079663208,0.9827641551189458,0.844749683185616,0.7796621484442039,0.7916007441285615,0.758723241785843,0.7685989747256577,0.759599467219053,0.7522354013557547,0.7426333208006629,0.7354514118415852,0.7051967344632899,0.7173003660849385,0.7065108099557761,0.7831119930968408,0.7828972018909935,0.7010678614671462,0.6598521990510688,0.6606329151652833,0.6242452095575936,0.6121209841522288,0.6297809329448156,0.6500399284137248,,0.289949352800369,0.9564213593076388,0.9943807559614853,0.9962708843473418,0.9993215857548703,0.85634068031379,0.9259045080234916,0.2962903855809154,0.9590131074681171,0.9684282542764089,0.9905303270875172,0.9915725644641491,0.9924216141356694,0.9955894157630437,0.9924102138722055,0.9931175779125457,0.9963314346960231,0.7114082663729718,0.47075907904224856,0.21362062233743995,0.8913187578951035,0.24905579709394826,0.25187696978924906,0.8425856199140469,0.6925011184077211,-0.37480997527635324,0.267544091894164,0.24555246294957875,0.8436690593419788,0.9014210247336575,0.7257839603303647,,0.28773902747804714,0.040555630361498174,-0.12733153386075516,-0.19881771408063145,-0.19149286691464976,-0.1961682604794175,-0.10607937710601828,-0.08478032617866123,-0.04663022375131677,-0.16057090811115482,-0.1425340501108012,-0.16816960980390827,-0.3495144526106542,0.45010462736281953,-0.07477281014808268,0.36571305867167214,0.36135969344204094,0.2074205699493236,0.13165927882748205,0.3397222715052382,0.3304162680560899,,0.2565514725752108,0.7627129777559489,0.9419895908593243,0.9032993346861393,0.9936334776203638,0.6710142407816816,,0.26724351907582977,0.996342788169033,0.9976634768672598,,,,1.0,0.9999146992381001,0.9999507911280793,0.9999885320224268,0.5003121728390971,0.5091278620754381,0.5192490901928162,0.5418945251262152,0.5592850569714624,0.5499576866519876,0.5375054739238976,0.5309689286760532,0.5380764209434601,0.5208303182616235,0.5161387885900087,0.5139939428896807
Area Method of Moments Overall Average 8,-0.2074444003683739,0.9020145340825737,0.6515795103217837,0.21407160683780913,0.9762326824265792,0.30554821913100216,0.3074399664352117,0.8679458579144891,0.8647533661493272,0.6094640999781776,0.2727531504537141,0.22523546832332805,0.945540749594705,0.9765341877911262,0.9580748599262281,0.9831833669787847,0.8502319754405702,0.7865226968211126,0.7979684377449912,0.7657641516390009,0.7754635843492469,0.7666735028813257,0.7595023504472892,0.7500540842621436,0.742940035187301,0.7130624314267321,0.7251173353528938,0.7144706965922222,0.7879476482021162,0.7895084596743955,0.709522535576713,0.6684648050262455,0.6692614638551613,0.6329569213636528,0.6207404358168966,0.6384065621148739,0.6585691026484221,,0.2975400270843454,0.9585699574748517,0.9952575673242872,0.9968021187980441,0.9993944999995816,0.8604749962823741,0.9255018718273327,0.3039756923585838,0.9569111304635056,0.9665216936766166,0.9892945247235783,0.9903818047648922,0.9912698455078209,0.9946169693125084,0.9912582382412677,0.9919999211337175,0.9954084391363083,0.7192977367913934,0.4796856255959327,0.21988559423237086,0.8968283611225947,0.2562374956022637,0.25912975846521374,0.8471078530255104,0.7006427005122603,-0.37760638719692136,0.27535031960698764,0.24691699410618825,0.8496075871270777,0.9061901552239326,0.7332390253525087,,0.2926097231992641,0.042569930370926067,-0.12540450773986883,-0.19995023591947197,-0.19158306228290733,-0.1967297137477727,-0.10527091021277314,-0.08419760390965055,-0.04495438624333307,-0.16201662939174025,-0.1439465377693496,-0.170662866448277,-0.35840606708777156,0.4595977676430089,-0.07914574321535293,0.3734186844677039,0.369725760664761,0.20976632189145042,0.13361356301689112,0.347621357126829,0.33841674993075904,,0.2639325211727068,0.7705600286048216,0.946056065852058,0.9061363392286372,0.9949058412981406,0.6787652209059197,,0.27486161750335847,0.9973738228539856,0.9984707096029131,,,,0.9999146992381001,1.0,0.9999950668417142,0.9998406840698859,0.5073838438343853,0.5165808994578978,0.5265918316207193,0.5489957335430955,0.5665221342175031,0.5570791102703598,0.544677340483764,0.5381567578121458,0.5451734468763988,0.5278838553172277,0.523275313563365,0.5210287785841923
Area Method of Moments Overall Average 9,-0.2072567219743933,0.9013549142511831,0.6503085087841696,0.2126310418532015,0.9759587209320792,0.30369025790731724,0.3055774298768539,0.8689354454656363,0.8638096769052502,0.6083060655169622,0.2709310371044367,0.22466158951297865,0.944971620922433,0.9762592829975223,0.9576846274199895,0.9830976909414879,0.8489259251518597,0.7848844614593077,0.7964493792476021,0.7640845674474942,0.773826079441692,0.7649851109036283,0.7577664731527841,0.7482826373011565,0.7411511794451496,0.7111831341701634,0.7232500002804481,0.7125682347826013,0.7867968146156087,0.7879308239146042,0.7075007317416084,0.6664045336095089,0.6671974425866367,0.6308726205003127,0.6186786772955473,0.6363436179381761,0.6565295174171739,,0.2957210212361793,0.9580684262324914,0.995062244458416,0.9966898842670016,0.999392515791064,0.8594944036655031,0.9256129494227848,0.3021341229688012,0.9574313568817833,0.9669951048300212,0.9896070492797364,0.9906835216502315,0.9915622060294651,0.9948662737574857,0.9915506469478393,0.9922840941122292,0.9956458727363239,0.7174127375135275,0.4775480188289708,0.2183831165493489,0.8955171772265418,0.25451485131804924,0.2573901122315906,0.8460333948806712,0.6986968412033032,-0.3769388755719684,0.27347816521880564,0.24659103940043137,0.8481930736094386,0.9050578183770678,0.731458574112888,,0.2914404145173895,0.04208333084974634,-0.12587077988470716,-0.19967889653092877,-0.19156490664040815,-0.1965964861773027,-0.10546158887508014,-0.08433694129806231,-0.04535898850160555,-0.16166851355049885,-0.14361039484740706,-0.17006658653915407,-0.3562740974506938,0.4573235217329329,-0.0780972263694516,0.3715719740051154,0.36772070887996494,0.20920498279193492,0.13314948029429446,0.34573012097199846,0.3365004225306588,,0.2621626225990062,0.7686856756360332,0.945093014685809,0.9054681485681398,0.994615356483363,0.6769127083712146,,0.2730348800431181,0.9971414127005772,0.998292138714632,,,,0.9999507911280793,0.9999950668417142,1.0,0.9998918174550091,0.5056914669260251,0.5147960835808109,0.5248335084312272,0.5472953684778552,0.5647894784218384,0.5553741485400822,0.5429599148120582,0.5364354778964444,0.543474552115922,0.5261958434200539,0.5215674404615466,0.5193455573031495
Area Method of Moments Overall Average 10,-0.20635793341073455,0.8981458436776153,0.6442684020098112,0.2058535979174445,0.9745493550690844,0.2949461221317897,0.29681130744168055,0.8734584648560598,0.85927647587838,0.6028042991150407,0.2623587949137052,0.221939927866143,0.9421829113628886,0.9748429110671458,0.9557312595626507,0.9825680902016661,0.8427020226475446,0.7771126486583881,0.7892320409240494,0.75611279621021,0.7660519241809083,0.7569757696874835,0.749538881713946,0.7398838850388052,0.7326753087252824,0.7022855611211036,0.7144063795848895,0.7035634102654815,0.781304945896531,0.7804401809088205,0.697938718239046,0.6566674154313833,0.6574423532806865,0.6210262636441519,0.6089376134383367,0.626594185602754,0.6468876003985395,,0.28715755622535094,0.9555932760782279,0.9940167433583741,0.9960333898124334,0.9992520411097167,0.8547888883743072,0.9260122134424803,0.29346382586038744,0.9597423715597916,0.969085536154437,0.9909409005578256,0.9919665958088218,0.9928013282844643,0.9959032885196661,0.9927900017869336,0.993484766138401,0.9966271652134769,0.7084876857855078,0.46746912397332974,0.21131589560540873,0.8892603331079525,0.24641302452560512,0.24920810138745325,0.8408912131296131,0.6894892728728256,-0.37376607149011815,0.26467235222910346,0.2450385929190493,0.8414568614687029,0.8996350812182414,0.7230219871973761,,0.28593476325309264,0.03980849594628788,-0.12803506892757213,-0.19839017144571522,-0.1914526175663255,-0.19595295322182477,-0.1063610277902486,-0.08498409337960207,-0.04724381542732499,-0.16002709222446604,-0.14201260604614757,-0.16724906260554673,-0.3462410354657373,0.44660814166609003,-0.07316974333640734,0.36287318991099876,0.35827901556309333,0.2065504541635536,0.13094457318912306,0.33681754289290505,0.3274735540396338,,0.25383629138419755,0.7598047480281553,0.940458488906685,0.9022204154674289,0.9931244272275055,0.6681456565056803,,0.26444099817561856,0.9959221623063041,0.9973248557063761,,,,0.9999885320224268,0.9998406840698859,0.9998918174550091,1.0,0.4976983830998087,0.5063721894215797,0.5165331776992039,0.5392652925723781,0.5566057436996368,0.5473212442389943,0.5348505562573903,0.528308445420288,0.5354493642131591,0.5182210656838193,0.5134997107650366,0.5113930628792721
Chroma feature 0,-0.0767116006000894,0.5129862204780559,0.4380831076003465,0.4080436739924192,0.5193653885550871,0.5086937081571857,0.5083939494196482,0.22142522298824244,0.5382313548193365,0.47383594318995503,0.48604643973612005,0.14664956801347537,0.5374139700708321,0.5132095587579392,0.5211337479980171,0.4862186988761435,0.6432185601694433,0.6954412143862866,0.6412872396502142,0.6967540624792299,0.654774581983903,0.6737119274145523,0.6852160240075114,0.7124089487834903,0.6980130882123695,0.6961676172403323,0.7086037657593637,0.691709255595014,0.5569357115606915,0.6410215984326412,0.7076665224697993,0.6956836705853896,0.7104051942278568,0.7029490457163932,0.7061049392593474,0.7092740672050162,0.7032078862538194,,0.47889158770763796,0.5282953373140028,0.526569427588774,0.5190227963899041,0.5031075480116889,0.5519578649027276,0.3969000867681323,0.48517100160158144,0.37096834425706815,0.3871710680699764,0.43658695906338246,0.4397711415525949,0.4425010769239076,0.45431965653164263,0.44244644349744977,0.4448313017101753,0.45763271106661485,0.6434999542091295,0.5756759914782702,0.41038767084596733,0.674708252319131,0.47848259488248546,0.4821051434877604,0.6207237950590525,0.6492723026009881,-0.27277032735035833,0.5163033261516148,0.14832099047725814,0.6369802680700934,0.6226943393270368,0.6289139077546179,,0.43939590587695765,0.2039225679303721,0.12696981153058404,-0.10098297452435775,-0.03070046020895961,-0.05995627922971454,0.08454238453561473,0.07818397197234433,-0.00540490021299969,-0.1801720443154422,-0.2308104987733692,-0.2445488975998846,-0.6482076150265282,0.6876030864398505,-0.27433163806736266,0.5669231354869397,0.6014788684404802,0.16620064477571045,0.22625373273851893,0.5740038812986729,0.566378329930173,,0.4875757137321217,0.6856648662067633,0.6307342205609817,0.5965024050559704,0.5500158048495677,0.6095027145299634,,0.4997104871855594,0.5450228156689765,0.5363539762405405,,,,0.5003121728390971,0.5073838438343853,0.5056914669260251,0.4976983830998087,1.0,0.9354923378611955,0.8700510202312282,0.8358539822707775,0.8252900788646499,0.7781837591934306,0.7433074907553275,0.7415224957796519,0.7687174990413753,0.7853646514027264,0.8589659381136431,0.959678370674866
Chroma feature 1,-0.11180454694561374,0.5263220179001158,0.45661178841544786,0.3855938859801162,0.531293918710876,0.5439378730249483,0.5470691399889475,0.22181614960081342,0.5557513134172454,0.44967157126088736,0.5481002319173706,0.1489415081489194,0.5514045289433526,0.5241148856433256,0.5339596330227299,0.5000720842162936,0.6534111669146702,0.7153722791633941,0.6599315554852527,0.7129642600965597,0.6625069080214341,0.6807825921966395,0.697059202118335,0.7169041764765048,0.7117235276542353,0.7049452050768185,0.7032330596443865,0.7035600087288139,0.5655077269342407,0.6404409339578542,0.7313917491515706,0.7275688350372359,0.7343636146611948,0.7189529072424622,0.7189718749982613,0.7292584423629003,0.7260357143842179,,0.5558743089556958,0.5398787251924045,0.5342127055269666,0.5265073727524878,0.5106373949068496,0.575889240494188,0.41175436643429386,0.5662577821415701,0.38020430163727015,0.39626635482718037,0.4450202190962938,0.44816517902165814,0.45086066854905194,0.46247951780183616,0.4507982605359977,0.45315236294233113,0.4657472169786352,0.6782190007104618,0.6189498639059813,0.43098579958388294,0.6948427882564582,0.5075002288243935,0.5145253817822009,0.6346657815461395,0.6857959307888699,-0.27457907504065876,0.5562728652421325,0.15345454716536555,0.6641625504614448,0.6464535756993478,0.6620347364121683,,0.4157367852892654,0.18587885163996848,0.1237813578137209,-0.13762031088312832,-0.03852401059663366,-0.07697943999842762,0.06969349502122744,-0.032036841230572766,0.0064764896818599186,-0.23021494151092636,-0.2380613180587151,-0.21707399258943683,-0.6733835762155883,0.7215513057871318,-0.37117721546060184,0.6162468729182123,0.6351986899568165,0.10798815110639899,0.1902681008846537,0.5966303030981361,0.61719484009435,,0.5515047487671545,0.7172080354913609,0.648678825521474,0.6083807185395225,0.560851092025964,0.662900187138097,,0.5645049375963144,0.5563124562827845,0.547151964334647,,,,0.5091278620754381,0.5165808994578978,0.5147960835808109,0.5063721894215797,0.9354923378611955,1.0,0.963850114370378,0.9152026728460866,0.8576923099665293,0.7793277625112838,0.7503356878068039,0.734727587726393,0.7596185344653318,0.7788696664607562,0.8209291152252108,0.8827576813485228
Chroma feature 2,-0.143712954667368,0.5489602445350317,0.48941797099136874,0.35311262745170424,0.5468666223749629,0.5133601123733949,0.5177903238370357,0.25296398945901727,0.572617471044335,0.47351865934823006,0.5161348384328959,0.17719553057426907,0.5657906728515344,0.5407797330887725,0.5481821758107314,0.5202497325630981,0.6599524819365732,0.7116147099663563,0.656108890745943,0.7018907090940085,0.656808944430796,0.6743303687167175,0.6916432715690101,0.7020187547237875,0.6877427023932557,0.6838186162341774,0.688184572894795,0.6849881193134228,0.6012439550993353,0.6551516650606041,0.7243350976656135,0.7113233970914064,0.7160213287337689,0.6981377539013254,0.6900751676959137,0.7046033669690499,0.7038272519085598,,0.5546016873992182,0.5605461693096175,0.5467372429604384,0.5386286395280295,0.5220114664788379,0.5897243801807185,0.44612902862106624,0.5611095184859951,0.4056261974355138,0.41986289024950463,0.46216302335341486,0.4648728730924827,0.46719166876293833,0.4770396576165659,0.46712029451737935,0.46914344604169717,0.47982142179026666,0.6781757866170132,0.6072912566611891,0.4135727569334943,0.6991474766965418,0.4779965494010508,0.48674288273204236,0.6439976445546333,0.6832549842302499,-0.30912731234754254,0.5280844257740462,0.17358408866722388,0.6680145364947951,0.6533181470432342,0.6599074261889861,,0.43244251477935525,0.18187513592846907,0.11004625582766553,-0.16924248092393687,-0.062256225906109054,-0.10689084722805614,-0.005309031692110752,-0.07224152510932515,-0.016232006241147557,-0.2351508093700647,-0.24697208420569144,-0.2231401035241231,-0.6305637649819543,0.677554417707814,-0.3652769689270842,0.6170754061432691,0.6387305412994436,0.18624752726923666,0.19316319183979913,0.5484509974412212,0.5567470533687655,,0.5401253953536682,0.7203625453760496,0.6586299159233906,0.6139317645968743,0.5710281824180932,0.6697997422143432,,0.5514777520161934,0.5656818460131002,0.5566780884081775,,,,0.5192490901928162,0.5265918316207193,0.5248335084312272,0.5165331776992039,0.8700510202312282,0.963850114370378,1.0,0.9766991285350001,0.9059804825157348,0.8304767282902886,0.8001661538999413,0.7687828735854788,0.7678267926887365,0.7722156958799825,0.8017756167159571,0.8422267894354433
