,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Classifier__SVC__estimator__C,param_Classifier__SVC__estimator__kernel,param_Scaler,param_Selector__max_features,param_Classifier__SVC__estimator__gamma,param_Classifier__SVC__estimator__coef0,param_Classifier__SVC__estimator__degree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1261,1.4979215463002522,0.39587099198720227,0.4007414182027181,0.11887666455240986,0.001,poly,MinMaxScaler(),16,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 16}",0.23043478260869565,0.13100436681222707,0.13537117903930132,0.16560344282007466,0.04587733083159447,2349
1262,1.2088608741760254,0.06678092290929057,0.31126173337300617,0.1481462844747052,0.001,poly,MinMaxScaler(),18,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 18}",0.22608695652173913,0.1091703056768559,0.18340611353711792,0.17288779191190431,0.048307019010730805,2182
1263,1.7002615928649902,0.40914258814415577,0.5039344628651937,0.17105222337358464,0.001,poly,MinMaxScaler(),20,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 20}",0.22608695652173913,0.09170305676855896,0.19213973799126638,0.1699765837605215,0.057056476011697006,2252
1264,1.5445440610249836,0.3331293662792552,0.3812852700551351,0.06304218528895478,0.001,poly,MinMaxScaler(),24,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 24}",0.23043478260869565,0.07860262008733625,0.24017467248908297,0.18307069172837162,0.07397702282023293,1827
1265,1.8329288164774578,0.22499393727147907,0.24826971689860025,0.05249219704155287,0.001,poly,StandardScaler(),2,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 2}",0.24782608695652175,0.08296943231441048,0.18340611353711792,0.17140054426935003,0.06783573008884264,2238
1266,0.9970596631368002,0.3036429651819393,0.4151906967163086,0.13647083688595246,0.001,poly,StandardScaler(),4,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 4}",0.24782608695652175,0.09606986899563319,0.22270742358078602,0.188867793177647,0.06641449571599044,1708
1267,0.9965639114379883,0.24425129393236564,0.2602728207906087,0.11417887238942984,0.001,poly,StandardScaler(),6,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 6}",0.23478260869565218,0.08733624454148471,0.22707423580786026,0.18306436301499907,0.06776311313688645,1845
1268,1.4074454307556152,0.5110842783738254,0.23895947138468424,0.15055082665658545,0.001,poly,StandardScaler(),8,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 8}",0.23478260869565218,0.08733624454148471,0.22270742358078602,0.18160875893930764,0.0668427645152182,1896
1269,0.8891122341156006,0.1173735686677941,0.35280704498291016,0.27070577464958245,0.001,poly,StandardScaler(),10,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 10}",0.24347826086956523,0.10480349344978165,0.2096069868995633,0.18596291373963672,0.05903080792505293,1771
1270,1.2678265571594238,0.09944802366027779,0.45787525177001953,0.30196152932289544,0.001,poly,StandardScaler(),12,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 12}",0.1956521739130435,0.11790393013100436,0.22707423580786026,0.18021011328396938,0.04588668534370684,1915
1271,1.3670895894368489,0.04078043410270801,0.3382902145385742,0.38603252550488243,0.001,poly,StandardScaler(),14,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 14}",0.1782608695652174,0.11790393013100436,0.2183406113537118,0.17150180368331122,0.04128070947755057,2199
1272,1.3106125990549724,0.0804712520668754,0.21375719706217447,0.0528279911513584,0.001,poly,StandardScaler(),16,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 16}",0.1782608695652174,0.12663755458515283,0.21397379912663755,0.1729574077590026,0.0358515451363907,2156
1273,0.9004687468210856,0.1272953610073781,0.07265297571818034,0.043788193532539224,0.001,poly,StandardScaler(),18,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 18}",0.1826086956521739,0.11790393013100436,0.1965065502183406,0.16567305866717297,0.034251080967996006,2338
1274,0.6790370941162109,0.4119330750425525,0.2631329695383708,0.20959593760906936,0.001,poly,StandardScaler(),20,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 20}",0.18695652173913044,0.15283842794759825,0.20087336244541484,0.1802227707107145,0.02017996176469622,1913
1275,1.2729109128316243,0.05697634798887151,0.18293007214864096,0.12374209183046482,0.001,poly,StandardScaler(),24,0.001,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.001, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': StandardScaler(), 'Selector__max_features': 24}",0.1782608695652174,0.18340611353711792,0.24017467248908297,0.20061388519713944,0.02805245446482234,1501
1276,1.157605806986491,0.12267940617322136,0.15603367487589517,0.07918594260702955,0.001,poly,MinMaxScaler(),2,0.01,4.0,5.0,"{'Classifier__SVC__estimator__C': 0.001, 'Classifier__SVC__estimator__coef0': 4, 'Classifier__SVC__estimator__degree': 5, 'Classifier__SVC__estimator__gamma': 0.01, 'Classifier__SVC__estimator__kernel': 'poly', 'Scaler': MinMaxScaler(), 'Selector__max_features': 2}",0.26956521739130435,0.10480349344978165,0.07860262008733625,0.15099044364280742,0.08452456908445478,2486
