,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
196,0.47232604026794434,0.20439962783758953,0.012024497985839844,0.002826452336096149,1000.0,-10.0,0.0001,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.23529411764705882,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.09448818897637795,0.23131079203334876,0.0701689144860877,103
197,0.3125300407409668,0.0025059904541250605,0.010318708419799805,0.0007321973204348224,1000.0,-10.0,0.0001,sigmoid,"{'C': 1000, 'coef0': -10, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.23529411764705882,0.2755905511811024,0.2755905511811024,0.2755905511811024,0.09448818897637795,0.23131079203334876,0.0701689144860877,103
198,0.2440650463104248,0.004973992995382965,0.010254001617431641,0.0009510967182308013,1000.0,-1.0,1.0,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 1, 'kernel': 'sigmoid'}",0.1411764705882353,0.15354330708661418,0.15354330708661418,0.14960629921259844,0.14566929133858267,0.14870773506252893,0.004764976725596208,179
199,0.206414794921875,0.003054507698957611,0.00923457145690918,0.0005176581085343458,1000.0,-1.0,0.1,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.1607843137254902,0.22440944881889763,0.16929133858267717,0.19291338582677164,0.16535433070866143,0.18255056353249963,0.023684769213928477,134
200,0.27222890853881837,0.014875882161396925,0.007493352890014649,0.0009998329742767387,1000.0,-1.0,0.01,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.3215686274509804,0.31496062992125984,0.2677165354330709,0.3188976377952756,0.33070866141732286,0.3107704184035819,0.022142182636535043,44
201,0.3015770435333252,0.010043453048663041,0.00800771713256836,0.000549813826011101,1000.0,-1.0,0.001,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.3607843137254902,0.37401574803149606,0.3661417322834646,0.3858267716535433,0.3543307086614173,0.36821985487108233,0.010918884047024669,1
202,0.233355712890625,0.006784222970804206,0.009134197235107422,0.00026093967959969435,1000.0,-1.0,0.0001,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.27450980392156865,0.30708661417322836,0.31496062992125984,0.4094488188976378,0.35039370078740156,0.33127991354021924,0.0459351602281261,31
203,0.2380357265472412,0.0037822240128077334,0.009054183959960938,0.0008088547265670102,1000.0,-1.0,0.0001,sigmoid,"{'C': 1000, 'coef0': -1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.27450980392156865,0.30708661417322836,0.31496062992125984,0.4094488188976378,0.35039370078740156,0.33127991354021924,0.0459351602281261,31
204,0.2381810188293457,0.005417788277469183,0.010488080978393554,0.0007064082253226793,1000.0,-0.1,1.0,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 1, 'kernel': 'sigmoid'}",0.13333333333333333,0.1732283464566929,0.2047244094488189,0.0984251968503937,0.11023622047244094,0.14398950131233595,0.039680178568844225,197
205,0.22487435340881348,0.008335521731648664,0.010099458694458007,0.0005737301318885443,1000.0,-0.1,0.1,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.1803921568627451,0.16141732283464566,0.2125984251968504,0.14960629921259844,0.14566929133858267,0.16993669908908443,0.024511839921076802,144
206,0.28884158134460447,0.028823345291104863,0.006308078765869141,0.0007706813948417832,1000.0,-0.1,0.01,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.2196078431372549,0.25196850393700787,0.3031496062992126,0.3464566929133858,0.24015748031496062,0.27226802532036437,0.046203642495969255,73
207,0.41939845085144045,0.020339842467052942,0.0059855937957763675,0.000803523990091838,1000.0,-0.1,0.001,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.3843137254901961,0.3425196850393701,0.35826771653543305,0.38188976377952755,0.33858267716535434,0.3611147136019762,0.019138286276424242,3
208,0.20183615684509276,0.005612250643938752,0.007338714599609375,0.0007549882212753246,1000.0,-0.1,0.0001,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.32677165354330706,0.3228346456692913,0.3937007874015748,0.3425196850393701,0.33834182491894393,0.030033408189405062,23
209,0.19823169708251953,0.0037978965218496124,0.006943893432617187,0.000612103109649663,1000.0,-0.1,0.0001,sigmoid,"{'C': 1000, 'coef0': -0.1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.32677165354330706,0.3228346456692913,0.3937007874015748,0.3425196850393701,0.33834182491894393,0.030033408189405062,23
210,0.2312458038330078,0.008686590833770868,0.009952545166015625,0.000515715710791186,1000.0,-0.01,1.0,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 1, 'kernel': 'sigmoid'}",0.12941176470588237,0.14173228346456693,0.2125984251968504,0.09055118110236221,0.1141732283464567,0.13769337656322372,0.04116126368256474,222
211,0.23061165809631348,0.005273633783790003,0.009131669998168945,0.0004949153256031782,1000.0,-0.01,0.1,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.14901960784313725,0.14566929133858267,0.2204724409448819,0.12598425196850394,0.15354330708661418,0.15893777983634397,0.03217443946871103,160
212,0.2508707046508789,0.015493842129962515,0.00717320442199707,0.00042570005774205175,1000.0,-0.01,0.01,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.20392156862745098,0.24015748031496062,0.25196850393700787,0.2559055118110236,0.25196850393700787,0.2407843137254902,0.01917330304983638,98
213,0.4986987590789795,0.02663201805090893,0.007226705551147461,0.0006328463948475599,1000.0,-0.01,0.001,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.3568627450980392,0.32677165354330706,0.3464566929133858,0.3661417322834646,0.33858267716535434,0.3469631002007102,0.013740490197731688,5
214,0.22734513282775878,0.02290687751127998,0.008828687667846679,0.0032281583604379417,1000.0,-0.01,0.0001,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.33070866141732286,0.3228346456692913,0.38976377952755903,0.3464566929133858,0.33912922649374716,0.02849323992295886,11
215,0.20251908302307128,0.0026975470224959966,0.00734858512878418,0.0006003876976837421,1000.0,-0.01,0.0001,sigmoid,"{'C': 1000, 'coef0': -0.01, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.33070866141732286,0.3228346456692913,0.38976377952755903,0.3464566929133858,0.33912922649374716,0.02849323992295886,11
216,0.2339958667755127,0.003948530649577577,0.01063084602355957,0.0007804163329061781,1000.0,0.01,1.0,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 1, 'kernel': 'sigmoid'}",0.12156862745098039,0.15748031496062992,0.20866141732283464,0.09055118110236221,0.11811023622047244,0.13927435541145594,0.04069737530184105,219
217,0.23616132736206055,0.00964215102870434,0.009596490859985351,0.0007231321988341673,1000.0,0.01,0.1,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.1607843137254902,0.14566929133858267,0.21653543307086615,0.13385826771653545,0.15354330708661418,0.16207812258761772,0.028655629931938553,153
218,0.2519073963165283,0.01660079981037194,0.007475471496582032,0.00022525040390459656,1000.0,0.01,0.01,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.21176470588235294,0.23228346456692914,0.2637795275590551,0.2637795275590551,0.23622047244094488,0.24156553960166743,0.019948628384985803,96
219,0.4997392177581787,0.024464045460877618,0.007147645950317383,0.0007238649971687865,1000.0,0.01,0.001,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.3607843137254902,0.3346456692913386,0.3346456692913386,0.3779527559055118,0.32677165354330706,0.34696001235139723,0.019300349130824963,7
220,0.20160369873046874,0.005831008829359833,0.007502841949462891,0.0005941009891956278,1000.0,0.01,0.0001,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.33070866141732286,0.3228346456692913,0.38976377952755903,0.3464566929133858,0.33912922649374716,0.02849323992295886,11
221,0.20066590309143068,0.003184310228880169,0.007769107818603516,0.0010236343362240554,1000.0,0.01,0.0001,sigmoid,"{'C': 1000, 'coef0': 0.01, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.3058823529411765,0.33070866141732286,0.3228346456692913,0.38976377952755903,0.3464566929133858,0.33912922649374716,0.02849323992295886,11
